1,ANML-3,ANIMAL - SERVICE - DOMESTIC,2023-06-26,1602,4300 MALLORY HILL LN,FAIRFAX,VA,22033
1,SERV-1,SERVICE - POLICE SERVICE,2023-06-26,1652,3100 VALLEY LN,FALLS CHURCH,VA,22044
1,DRUNK-90E-1,DRUNK - DRUNK/PROFANE IN PUBLIC,2023-06-26,1647,7900 RICHMOND HWY,ALEXANDRIA,VA,22306
1,SERV-37,SERVICE - MISSING JUVENILE,2023-06-26,1600,3100 CYRANDALL VALLEY RD,FAIRFAX,VA,22031
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-06-26,1619,5300 ROSEMALLOW CIR,CENTREVILLE,VA,20120
1,SERV-11,SERVICE - NATURAL DEATH,2023-06-26,1559,6500 LOISDALE RD,SPRINGFIELD,VA,22150
1,SUSP-1,SUSPICIOUS - EVENT,2023-06-26,1612,4100 WADSWORTH CT,ANNANDALE,VA,22003
1,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2023-06-26,0745,8300 BOONE BLVD,VIENNA,VA,22182
1,DISORD-90C-1,DISORDERLY CONDUCT - OTHER,2023-06-26,1609,1700 IVY OAK SQ,RESTON,VA,20190
1,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2023-06-26,1646,6500 GREENVIEW LN,SPRINGFIELD,VA,22152
2,ANML-90Z-2,ANIMAL - RABIES CERTIFICATE VIOLATION,2023-06-26,1646,6500 GREENVIEW LN,SPRINGFIELD,VA,22152
3,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2023-06-26,1646,6500 GREENVIEW LN,SPRINGFIELD,VA,22152
2,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-06-26,1635,4800 NASH DR,FAIRFAX,VA,22032
1,ASSLT-13A-1,ASSAULT - AGGRAVATED,2023-06-26,1635,4800 NASH DR,FAIRFAX,VA,22032
1,DISORD-90C-2,DISORDERLY - DISORDERLY CONDUCT,2023-06-26,1650,8100 RANSELL RD,FALLS CHURCH,VA,22042
1,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2023-06-26,1445,3900 STONECROFT BLVD,CHANTILLY,VA,20151
1,AUTO-240-1,UNAUTHORIZED USE - AUTO,2023-06-26,1646,4100 MAIN ST,ALEXANDRIA,VA,22309
2,DRUG-35A-13,DRUGS - OTHER,2023-06-26,1646,4100 MAIN ST,ALEXANDRIA,VA,22309
1,PARK-90Z-1,PARKING - INOPERATIVE/ABANDONED VEHICLE,2023-06-26,1715, CANNON LN / MEDALLION CT,ALEXANDRIA,VA,22303
1,SERV-5,SERVICE - ANIMAL DESTROYED BY CHEMICAL,2023-06-26,1811,3800 ARISTOTLE CT,FAIRFAX,VA,22030
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-06-26,1810,5300 FERNDALE ST,SPRINGFIELD,VA,22151
1,SUSP-1,SUSPICIOUS - EVENT,2023-06-26,1813,7900 FORDSON RD,ALEXANDRIA,VA,22306
1,LARC-23-3,LARCENY - SHOPLIFTING,2023-06-26,1832,6700 RICHMOND HWY,ALEXANDRIA,VA,22306
1,TRES-90J-4,TRESPASSING - SCHOOL/CHURCH/CEMETERY,2023-06-26,1819,3100 ROW ST,FALLS CHURCH,VA,22044
1,SERV-8,SERVICE - LOST/FOUND PROPERTY,2023-06-26,1826,7400 JAYHAWK ST,ANNANDALE,VA,22003
1,TAMP-290-3,TAMPERING - AUTO/TRUCK/OTHER VEHICLE,2023-06-26,1838,8700 SACRAMENTO DR,ALEXANDRIA,VA,22309
1,BURG-220-2,BURGLARY - NO FORCE,2023-06-26,1720,14200 BRUSHWOOD WAY,CENTREVILLE,VA,20121
1,DISORD-90C-2,DISORDERLY - DISORDERLY CONDUCT,2023-06-26,1807,1800 INTERNATIONAL DR,MCLEAN,VA,22102
1,SUSP-2,SUSPICIOUS - PERSON,2023-06-26,1817,13000 LEE JACKSON MEMORIAL HWY,FAIRFAX,VA,22033
1,SUSP-1,SUSPICIOUS - EVENT,2023-06-26,1839,6600 INDIAN TRAIL CT,ALEXANDRIA,VA,22310
1,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-06-26,1715,2300 DULLES STATION BLVD,HERNDON,VA,20171
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-06-26,1730,3400 HOLLY RD,ANNANDALE,VA,22003
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-06-26,1730,5200 WHISPER WILLOW DR,FAIRFAX,VA,22030
1,SUSP-1,SUSPICIOUS - EVENT,2023-06-26,1915,6500 SPRINGFIELD MALL,SPRINGFIELD,VA,22150
1,SUSP-1,SUSPICIOUS - EVENT,2023-06-26,1809,7300 ROBERT LN,FALLS CHURCH,VA,22042
1,LARC-23-3,LARCENY - SHOPLIFTING,2023-06-26,1935,6500 SPRINGFIELD MALL,SPRINGFIELD,VA,22150
1,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2023-06-26,1903,7900 FORDSON RD,ALEXANDRIA,VA,22306
2,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2023-06-26,1903,7900 FORDSON RD,ALEXANDRIA,VA,22306
